,CountryId,Country,Rank,Track,Duration,Artist,ArtistId
20,1,Taiwan,21.0,Hymn for the Weekend,0,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
21,1,Taiwan,22.0,Closer,0,The Chainsmokers,91a81925-92f9-4fc9-b897-93cf01226282
22,1,Taiwan,23.0,不為誰而作的歌,0,林俊傑,e5d8c705-8ea4-4820-b11d-fbf580d85ce4
23,1,Taiwan,24.0,7 Years,0,Lukas Graham,124cec07-44f1-4a99-9aaa-96a5bb9ec0bd
24,1,Taiwan,25.0,Creep,239,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
25,1,Taiwan,26.0,Stitches,0,Shawn Mendes,b7d92248-97e3-4450-8057-6fe06738f735
26,1,Taiwan,27.0,Tenerife Sea,241,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
27,1,Taiwan,28.0,We Don't Talk Anymore (feat. Selena Gomez),0,Charlie Puth,525f1f1c-03f0-4bc8-8dfd-e7521f87631b
28,1,Taiwan,29.0,Sugar (feat. Francesco Yates),0,Robin Schulz,163218c2-9e0f-4d2d-aecb-ebbdef6aab70
29,1,Taiwan,30.0,The Hills,0,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
30,1,Taiwan,31.0,Fix You,294,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
31,1,Taiwan,32.0,Uptown Funk,0,Mark Ronson,c3c82bdc-d9e7-4836-9746-c24ead47ca19
32,1,Taiwan,33.0,Intro,127,The xx,c5c2ea1c-4bde-4f4d-bd0b-47b200bf99d6
33,1,Taiwan,34.0,On My Mind,0,Ellie Goulding,33ca19f4-18c8-4411-98df-ac23890ce9f5
34,1,Taiwan,35.0,Heartbeats,0,José González,cd8c5019-5d75-4d5c-bc28-e1e26a7dd5c8
35,1,Taiwan,36.0,Lush Life,0,Zara Larsson,134e6410-6954-45d1-bd4a-0f2d2ad5471d
36,1,Taiwan,37.0,Let It Go,261,James Bay,6a997121-0919-482b-a91b-c6fe1b55a4b9
37,1,Taiwan,38.0,Stay with Me,172,Sam Smith,5a85c140-dcf9-4dd2-b2c8-aff0471549f3
38,1,Taiwan,39.0,One Call Away,0,Charlie Puth,525f1f1c-03f0-4bc8-8dfd-e7521f87631b
39,1,Taiwan,40.0,Chandelier,216,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
40,1,Taiwan,41.0,One Dance,0,Drake,b49b81cc-d5b7-4bdd-aadb-385df8de69a6
41,1,Taiwan,42.0,Naked As We Came,175,Iron & Wine,c3f28da8-662d-4f09-bdc7-3084bf685930
42,1,Taiwan,43.0,I Took A Pill In Ibiza - SeeB Remix,0,Mike Posner,5b64e344-b2fb-47bd-bd7b-4c793b17d472
43,1,Taiwan,44.0,Something Just Like This,0,The Chainsmokers,91a81925-92f9-4fc9-b897-93cf01226282
44,1,Taiwan,45.0,Viva la Vida,241,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
45,1,Taiwan,46.0,Don't Let Me Down,0,The Chainsmokers,91a81925-92f9-4fc9-b897-93cf01226282
46,1,Taiwan,47.0,Georgia,230,Vance Joy,df36f6db-5987-46ed-9d02-0cf36ed4e060
47,1,Taiwan,48.0,Let Her Go,0,Passenger,fd4ad65b-79e2-44c1-be13-79d4dab6e164
48,1,Taiwan,49.0,Stressed Out,0,Twenty One Pilots,a6c6897a-7415-4f8d-b5a5-3a5e05f3be67
49,1,Taiwan,50.0,Make You Feel My Love,212,Adele,cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493
50,2,Afghanistan,1.0,Wonderwall,259,Oasis,ecf9f3a3-35e9-4c58-acaa-e707fba45060
51,2,Afghanistan,2.0,Midnight City,244,M83,6d7b7cd4-254b-4c25-83f6-dd20f98ceacd
52,2,Afghanistan,3.0,Breezeblocks,227,alt-J,fc7bbf00-fbaa-4736-986b-b3ac0266ca9b
53,2,Afghanistan,4.0,Heart-Shaped Box,0,Nirvana,9282c8b4-ca0b-4c6b-b7e3-4f7762dfc4d6
54,2,Afghanistan,5.0,The Sound of Silence,0,Simon & Garfunkel,5d02f264-e225-41ff-83f7-d9b1f0b1874a
55,2,Afghanistan,6.0,Sweet Home Alabama,283,Lynyrd Skynyrd,c544ed4d-2390-4442-a83e-1ea2883b09c8
56,2,Afghanistan,7.0,Feel It Still,0,Portugal. The Man,3599a39e-4e10-4cb5-90d4-c8a015ebc73b
57,2,Afghanistan,8.0,Champagne Supernova,439,Oasis,ecf9f3a3-35e9-4c58-acaa-e707fba45060
58,2,Afghanistan,9.0,Bad Moon Rising,144,Creedence Clearwater Revival,44c48a1b-defd-4222-bee6-03f9ee9a7be9
59,2,Afghanistan,10.0,In the Waiting Line,269,Zero 7,c23b637b-97c6-41eb-8ef6-6c724efc80a8
60,2,Afghanistan,11.0,Whiskey in the Jar,304,Metallica,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab
61,2,Afghanistan,12.0,No Rain,216,Blind Melon,38c5cdab-5d6d-43d1-85b0-dac41bde186e
62,2,Afghanistan,13.0,I'm Gonna Be (500 Miles),219,The Proclaimers,1303b976-b862-4f04-94fd-a8d444e06714
63,2,Afghanistan,14.0,Kiara,231,Bonobo,9a709693-b4f8-4da9-8cc1-038c911a61be
64,2,Afghanistan,15.0,La femme d'argent,0,Air,ef3f5cea-b32e-4325-b8d4-96ae70a9fc2e
65,2,Afghanistan,16.0,Change (In the House of Flies),296,Deftones,7527f6c2-d762-4b88-b5e2-9244f1e34c46
66,2,Afghanistan,17.0,Treat You Better,0,Shawn Mendes,b7d92248-97e3-4450-8057-6fe06738f735
67,2,Afghanistan,18.0,Dayvan Cowboy,0,Boards of Canada,69158f97-4c07-4c4e-baf8-4e4ab1ed666e
68,2,Afghanistan,19.0,Gooey,201,Glass Animals,20395131-fbde-43ce-b141-b700cfdae99c
69,2,Afghanistan,20.0,ABC,178,The Jackson 5,e5257dc5-1edd-4fca-b7e6-1158e00522c8
70,2,Afghanistan,21.0,Destiny,339,Zero 7,c23b637b-97c6-41eb-8ef6-6c724efc80a8
71,2,Afghanistan,22.0,Cirrus,352,Bonobo,9a709693-b4f8-4da9-8cc1-038c911a61be
72,2,Afghanistan,23.0,Nuvole Bianche,358,Ludovico Einaudi,fa34b363-79df-434f-a5b8-be4e6898543f
73,2,Afghanistan,24.0,Black Sands,408,Bonobo,9a709693-b4f8-4da9-8cc1-038c911a61be
74,2,Afghanistan,25.0,Sunset Lover,0,Petit biscuit,
75,2,Afghanistan,26.0,Recurring,306,Bonobo,9a709693-b4f8-4da9-8cc1-038c911a61be
76,2,Afghanistan,27.0,You Sexy Thing,239,Hot Chocolate,a749130e-c2d8-4a7c-b740-908ea4574961
77,2,Afghanistan,28.0,Ketto,257,Bonobo,9a709693-b4f8-4da9-8cc1-038c911a61be
78,2,Afghanistan,29.0,"I Can't Help Myself (Sugar Pie, Honey Bunch)",160,The Four Tops,0d21b01f-21f2-419b-8d98-4158ba0c0aa4
79,2,Afghanistan,30.0,Polaris,288,Zero 7,c23b637b-97c6-41eb-8ef6-6c724efc80a8
80,2,Afghanistan,31.0,Bless This Morning Year,361,Helios,dbb0b8b3-9a15-4915-80eb-a070dabdb1f3
81,2,Afghanistan,32.0,(What A) Wonderful World,129,Sam Cooke,6c8fd0be-d961-454c-aee0-4366a6dbc993
82,2,Afghanistan,33.0,Do You Love Me,176,The Contours,c0f792c7-8334-46f4-822f-1c80abfc0d0d
83,2,Afghanistan,34.0,Looped,360,Kiasmos,3252542b-98a7-48ba-9861-7a612b16c227
84,2,Afghanistan,35.0,Chord Left,149,Agnes Obel,e3c4c4af-f83b-4168-84cb-898009dd0447
85,2,Afghanistan,36.0,Moon,227,Little People,b81067ec-5d28-48c0-92e0-c5fcc5bcc36a
86,2,Afghanistan,37.0,Under The Boardwalk,160,The Drifters,bd26fb86-61e7-4ac4-a5e0-e15108ab95f4
87,2,Afghanistan,38.0,What Christmas Means to Me,152,Stevie Wonder,c1aa2ec9-53e7-4d90-8d36-bac75832e986
88,2,Afghanistan,39.0,Cyanide Sisters,116,Com Truise,51f1ca49-846a-4ef1-b4fa-187ecc88bbe5
89,2,Afghanistan,40.0,Carnivores Unite,289,Blockhead,3bd76ebe-c7dc-47bd-a8af-9e46d2a4f782
90,2,Afghanistan,41.0,MIGRATION,0,Bonobo,9a709693-b4f8-4da9-8cc1-038c911a61be
91,2,Afghanistan,42.0,Second Sun,0,Bonobo,9a709693-b4f8-4da9-8cc1-038c911a61be
92,2,Afghanistan,43.0,Beyond This Moment,287,Patrick O'Hearn,98775867-3fef-4d2c-aea7-115c7e58326a
93,2,Afghanistan,44.0,OUTLIER,0,Bonobo,9a709693-b4f8-4da9-8cc1-038c911a61be
94,2,Afghanistan,45.0,Grains,0,Bonobo,9a709693-b4f8-4da9-8cc1-038c911a61be
95,2,Afghanistan,46.0,Thor's Stone,271,Forest Swords,98400193-5390-4720-b29e-65593037256c
96,2,Afghanistan,47.0,Ontario,0,Bonobo,9a709693-b4f8-4da9-8cc1-038c911a61be
97,2,Afghanistan,48.0,7TH SEVENS,0,Bonobo,9a709693-b4f8-4da9-8cc1-038c911a61be
98,2,Afghanistan,49.0,D. Song,229,Yppah,5805761c-fa24-40e5-bb79-295a64195bf7
99,2,Afghanistan,50.0,The Gentle Rain (RJD2 Remix),243,Astrud Gilberto,8d08cabf-03a3-4f38-a815-8197a0984f19
100,3,Albania,1.0,The Less I Know the Better,0,Tame Impala,63aa26c3-d59b-4da4-84ac-716b54f1ef4d
101,3,Albania,2.0,Let It Happen,0,Tame Impala,63aa26c3-d59b-4da4-84ac-716b54f1ef4d
102,3,Albania,3.0,The Scientist,309,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
103,3,Albania,4.0,No Surprises,0,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
104,3,Albania,5.0,Radioactive,187,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
105,3,Albania,6.0,Karma Police,0,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
106,3,Albania,7.0,Feel Good Inc.,221,Gorillaz,e21857d5-3256-4547-afb3-4b6ded592596
107,3,Albania,8.0,Where Is My Mind?,0,Pixies,b6b2bb8d-54a9-491f-9607-7b546023b433
108,3,Albania,9.0,Teardrop,279,Massive Attack,10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8
109,3,Albania,10.0,Glory Box,299,Portishead,8f6bd1e4-fbe1-4f50-aa9b-94c450ec0f11
110,3,Albania,11.0,Intro,127,The xx,c5c2ea1c-4bde-4f4d-bd0b-47b200bf99d6
111,3,Albania,12.0,Crystalised,201,The xx,c5c2ea1c-4bde-4f4d-bd0b-47b200bf99d6
112,3,Albania,13.0,Feels Like We Only Go Backwards,192,Tame Impala,63aa26c3-d59b-4da4-84ac-716b54f1ef4d
113,3,Albania,14.0,Can't Feel My Face,0,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
114,3,Albania,15.0,Paradise Circus,297,Massive Attack,10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8
115,3,Albania,16.0,Daydreaming,0,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
116,3,Albania,17.0,Wonderwall,259,Oasis,ecf9f3a3-35e9-4c58-acaa-e707fba45060
117,3,Albania,18.0,Seven Nation Army,449,The White Stripes,11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5
118,3,Albania,19.0,Yellow,267,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
119,3,Albania,20.0,Bitter Sweet Symphony,275,The Verve,d4d17620-fd97-4574-92a8-a2cb7e72ce42
120,3,Albania,21.0,HUMBLE.,0,Kendrick Lamar,381086ea-f511-4aba-bdf9-71c753dc5077
121,3,Albania,22.0,Starboy,0,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
122,3,Albania,23.0,Burn the Witch,0,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
123,3,Albania,24.0,Do I Wanna Know?,272,Arctic Monkeys,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a
124,3,Albania,25.0,Creep,239,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
125,3,Albania,26.0,Paranoid Android,385,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
126,3,Albania,27.0,Love Will Tear Us Apart,0,Joy Division,9a58fda3-f4ed-4080-a3a5-f457aac9fcdd
127,3,Albania,28.0,Take Me to Church,0,Hozier,b4691384-50c3-4afd-9988-51d3ec5db65d
128,3,Albania,29.0,Losing My Religion,301,R.E.M.,ea4dfa26-f633-4da6-a52a-f49ea4897b58
129,3,Albania,30.0,Clint Eastwood,339,Gorillaz,e21857d5-3256-4547-afb3-4b6ded592596
130,3,Albania,31.0,Holocene,337,Bon Iver,437a0e49-c6ae-42f6-a6c1-84f25ed366bc
131,3,Albania,32.0,Angel,377,Massive Attack,10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8
132,3,Albania,33.0,Lullaby,250,The Cure,69ee3720-a7cb-4402-b48d-a02c366f2bcf
133,3,Albania,34.0,To Build a Home,193,The Cinematic Orchestra,7c158ea8-c0aa-410e-bdc1-20bba9759577
134,3,Albania,35.0,Hymn for the Weekend,0,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
135,3,Albania,36.0,Smells Like Teen Spirit,301,Nirvana,9282c8b4-ca0b-4c6b-b7e3-4f7762dfc4d6
136,3,Albania,37.0,Sex on Fire,222,Kings of Leon,6ffb8ea9-2370-44d8-b678-e9237bbd347b
137,3,Albania,38.0,Come as You Are,208,Nirvana,9282c8b4-ca0b-4c6b-b7e3-4f7762dfc4d6
138,3,Albania,39.0,Midnight City,244,M83,6d7b7cd4-254b-4c25-83f6-dd20f98ceacd
139,3,Albania,40.0,R U Mine?,200,Arctic Monkeys,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a
140,3,Albania,41.0,Californication,322,Red Hot Chili Peppers,8bfac288-ccc5-448d-9573-c33ea2aa5c30
141,3,Albania,42.0,Fix You,294,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234
142,3,Albania,43.0,Electric Feel,229,MGMT,c485632c-b784-4ee9-8ea1-c5fb365681fc
143,3,Albania,44.0,Take Me Out,256,Franz Ferdinand,aa7a2827-f74b-473c-bd79-03d065835cf7
144,3,Albania,45.0,Fake Plastic Trees,285,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
145,3,Albania,46.0,You've Got the Love,167,Florence + the Machine,5fee3020-513b-48c2-b1f7-4681b01db0c6
146,3,Albania,47.0,Jigsaw Falling Into Place,245,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
147,3,Albania,48.0,Paranoid,0,Black Sabbath,5182c1d9-c7d2-4dad-afa0-ccfeada921a8
148,3,Albania,49.0,Friday I'm in Love,214,The Cure,69ee3720-a7cb-4402-b48d-a02c366f2bcf
149,3,Albania,50.0,Last Nite,0,The Strokes,f181961b-20f7-459e-89de-920ef03c7ed0
150,4,Algeria,1.0,Do I Wanna Know?,272,Arctic Monkeys,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a
151,4,Algeria,2.0,Losing My Religion,301,R.E.M.,ea4dfa26-f633-4da6-a52a-f49ea4897b58
152,4,Algeria,3.0,Shape of You,0,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6
153,4,Algeria,4.0,Creep,239,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
154,4,Algeria,5.0,Wonderwall,259,Oasis,ecf9f3a3-35e9-4c58-acaa-e707fba45060
155,4,Algeria,6.0,Intro,127,The xx,c5c2ea1c-4bde-4f4d-bd0b-47b200bf99d6
156,4,Algeria,7.0,Sultans of Swing,348,Dire Straits,614e3804-7d34-41ba-857f-811bad7c2b7a
157,4,Algeria,8.0,Smells Like Teen Spirit,301,Nirvana,9282c8b4-ca0b-4c6b-b7e3-4f7762dfc4d6
158,4,Algeria,9.0,Paranoid,0,Black Sabbath,5182c1d9-c7d2-4dad-afa0-ccfeada921a8
159,4,Algeria,10.0,Come as You Are,208,Nirvana,9282c8b4-ca0b-4c6b-b7e3-4f7762dfc4d6
160,4,Algeria,11.0,Feel Good Inc.,221,Gorillaz,e21857d5-3256-4547-afb3-4b6ded592596
161,4,Algeria,12.0,Teardrop,279,Massive Attack,10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8
162,4,Algeria,13.0,Nothing Else Matters,357,Metallica,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab
163,4,Algeria,14.0,Back in Black,251,AC/DC,66c662b6-6e2f-4930-8610-912e24c63ed1
164,4,Algeria,15.0,Can't Feel My Face,0,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
165,4,Algeria,16.0,Take Me Out,256,Franz Ferdinand,aa7a2827-f74b-473c-bd79-03d065835cf7
166,4,Algeria,17.0,Where Is My Mind?,0,Pixies,b6b2bb8d-54a9-491f-9607-7b546023b433
167,4,Algeria,18.0,Highway to Hell,0,AC/DC,66c662b6-6e2f-4930-8610-912e24c63ed1
168,4,Algeria,19.0,Ace of Spades,0,Motörhead,57961a97-3796-4bf7-9f02-a985a8979ae9
169,4,Algeria,20.0,Eye of the Tiger,239,Survivor,dded11f4-f525-4e81-b41f-4bfdf27ccf3d
170,4,Algeria,21.0,So What,532,Miles Davis,8e51f2f4-4541-4526-8a2d-c65ecc9c0ee4
171,4,Algeria,22.0,In the End,216,Linkin Park,f59c5520-5f46-4d2c-b2c4-822eabf53419
172,4,Algeria,23.0,Numb,191,Linkin Park,f59c5520-5f46-4d2c-b2c4-822eabf53419
173,4,Algeria,24.0,Everlong,323,Foo Fighters,67f66c07-6e61-4026-ade5-7e782fad3a5d
174,4,Algeria,25.0,Sweet Child o' Mine,356,Guns N' Roses,eeb1195b-f213-4ce1-b28c-8565211f8e43
175,4,Algeria,26.0,The Less I Know the Better,0,Tame Impala,63aa26c3-d59b-4da4-84ac-716b54f1ef4d
176,4,Algeria,27.0,Heartbeats,0,José González,cd8c5019-5d75-4d5c-bc28-e1e26a7dd5c8
177,4,Algeria,28.0,Let Her Go,0,Passenger,fd4ad65b-79e2-44c1-be13-79d4dab6e164
178,4,Algeria,29.0,Billie Jean,293,Michael Jackson,f27ec8db-af05-4f36-916e-3d57f91ecf5e
179,4,Algeria,30.0,Dream On,267,Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb
180,4,Algeria,31.0,1979,263,The Smashing Pumpkins,ba0d6274-db14-4ef5-b28d-657ebde1a396
181,4,Algeria,32.0,Hello,0,Adele,cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493
182,4,Algeria,33.0,Faded,0,Alan Walker,
183,4,Algeria,34.0,Lush Life,0,Zara Larsson,134e6410-6954-45d1-bd4a-0f2d2ad5471d
184,4,Algeria,35.0,Bohemian Rhapsody - Remastered 2011,0,Queen,420ca290-76c5-41af-999e-564d7c71f1a7
185,4,Algeria,36.0,Let It Go,261,James Bay,6a997121-0919-482b-a91b-c6fe1b55a4b9
186,4,Algeria,37.0,Radioactive,187,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9
187,4,Algeria,38.0,Skinny Love,239,Bon Iver,437a0e49-c6ae-42f6-a6c1-84f25ed366bc
188,4,Algeria,39.0,Seven Nation Army,449,The White Stripes,11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5
189,4,Algeria,40.0,Starlight,239,Muse,fd857293-5ab8-40de-b29e-55a69d4e4d0f
190,4,Algeria,41.0,Enter Sandman,326,Metallica,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab
191,4,Algeria,42.0,Bohemian Rhapsody,359,Queen,420ca290-76c5-41af-999e-564d7c71f1a7
192,4,Algeria,43.0,Killing in the Name,315,Rage Against the Machine,3798b104-01cb-484c-a3b0-56adc6399b80
193,4,Algeria,44.0,Take on Me,227,a-ha,7364dea6-ca9a-48e3-be01-b44ad0d19897
194,4,Algeria,45.0,High and Dry,256,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
195,4,Algeria,46.0,Africa,236,Toto,aab5c954-cabe-432e-899e-1c4f99757327
196,4,Algeria,47.0,Riptide,0,Vance Joy,df36f6db-5987-46ed-9d02-0cf36ed4e060
197,4,Algeria,48.0,Whole Lotta Love,349,Led Zeppelin,d6e0e274-8e19-44ce-b5b2-52c12f8a674a
198,4,Algeria,49.0,You Shook Me All Night Long,0,AC/DC,66c662b6-6e2f-4930-8610-912e24c63ed1
199,4,Algeria,50.0,The Hills,0,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9
200,5,American Samoa,1.0,Smells Like Teen Spirit,301,Nirvana,9282c8b4-ca0b-4c6b-b7e3-4f7762dfc4d6
201,5,American Samoa,2.0,Creep,239,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
202,5,American Samoa,3.0,Intro,127,The xx,c5c2ea1c-4bde-4f4d-bd0b-47b200bf99d6
203,5,American Samoa,4.0,Karma Police,0,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
204,5,American Samoa,5.0,Come as You Are,208,Nirvana,9282c8b4-ca0b-4c6b-b7e3-4f7762dfc4d6
205,5,American Samoa,6.0,Skinny Love,239,Bon Iver,437a0e49-c6ae-42f6-a6c1-84f25ed366bc
206,5,American Samoa,7.0,Seven Nation Army,449,The White Stripes,11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5
207,5,American Samoa,8.0,Crystalised,201,The xx,c5c2ea1c-4bde-4f4d-bd0b-47b200bf99d6
208,5,American Samoa,9.0,Midnight City,244,M83,6d7b7cd4-254b-4c25-83f6-dd20f98ceacd
209,5,American Samoa,10.0,Where Is My Mind?,0,Pixies,b6b2bb8d-54a9-491f-9607-7b546023b433
210,5,American Samoa,11.0,Chandelier,216,Sia,2f548675-008d-4332-876c-108b0c7ab9c5
211,5,American Samoa,12.0,Islands,160,The xx,c5c2ea1c-4bde-4f4d-bd0b-47b200bf99d6
212,5,American Samoa,13.0,No Surprises,0,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
213,5,American Samoa,14.0,Teardrop,279,Massive Attack,10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8
214,5,American Samoa,15.0,Paranoid Android,385,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
215,5,American Samoa,16.0,Love Will Tear Us Apart,0,Joy Division,9a58fda3-f4ed-4080-a3a5-f457aac9fcdd
216,5,American Samoa,17.0,VCR,162,The xx,c5c2ea1c-4bde-4f4d-bd0b-47b200bf99d6
217,5,American Samoa,18.0,Losing My Religion,301,R.E.M.,ea4dfa26-f633-4da6-a52a-f49ea4897b58
218,5,American Samoa,19.0,The Less I Know the Better,0,Tame Impala,63aa26c3-d59b-4da4-84ac-716b54f1ef4d
219,5,American Samoa,20.0,All I Need,261,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
220,5,American Samoa,21.0,Fake Plastic Trees,285,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
221,5,American Samoa,22.0,Reckoner,324,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
222,5,American Samoa,23.0,15 Step,0,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
223,5,American Samoa,24.0,Heartbeats,0,José González,cd8c5019-5d75-4d5c-bc28-e1e26a7dd5c8
224,5,American Samoa,25.0,Bitter Sweet Symphony,275,The Verve,d4d17620-fd97-4574-92a8-a2cb7e72ce42
225,5,American Samoa,26.0,No One Knows,256,Queens of the Stone Age,7dc8f5bd-9d0b-4087-9f73-dc164950bbd8
226,5,American Samoa,27.0,Jigsaw Falling Into Place,245,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
227,5,American Samoa,28.0,High and Dry,256,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
228,5,American Samoa,29.0,Team,192,Lorde,8e494408-8620-4c6a-82c2-c2ca4a1e4f12
229,5,American Samoa,30.0,Everything in Its Right Place,314,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
230,5,American Samoa,31.0,Nude,0,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
231,5,American Samoa,32.0,Heart Skipped a Beat,242,The xx,c5c2ea1c-4bde-4f4d-bd0b-47b200bf99d6
232,5,American Samoa,33.0,Holocene,337,Bon Iver,437a0e49-c6ae-42f6-a6c1-84f25ed366bc
233,5,American Samoa,34.0,New Slang,231,The Shins,6c8b9855-ba8b-48f9-ac1d-42167f7f7b18
234,5,American Samoa,35.0,Flume,0,Bon Iver,437a0e49-c6ae-42f6-a6c1-84f25ed366bc
235,5,American Samoa,36.0,Billie Jean,293,Michael Jackson,f27ec8db-af05-4f36-916e-3d57f91ecf5e
236,5,American Samoa,37.0,Angels,170,The xx,c5c2ea1c-4bde-4f4d-bd0b-47b200bf99d6
237,5,American Samoa,38.0,Idioteque,254,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
238,5,American Samoa,39.0,Bodysnatchers,0,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
239,5,American Samoa,40.0,Power,292,Kanye West,164f0d73-1234-4e2c-8743-d77bf2191051
240,5,American Samoa,41.0,House of Cards,352,Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711
